trace,label,method,n_cases,qerror_gm,qerror_improvement_pct,selectivity_mae_mean,quantile_mae_mean,feedback_residual_mean,beats_stale_frac,hybrid_isomer_frac,hybrid_oasis_projected_frac,hybrid_oasis_frac,hybrid_stale_frac
returns_cancellation,Returns/cancel,stale,96,2.0472296464267363,0.0,0.22876790670359837,0.2528949681386371,0.11080582385683928,0.0,0.8333333333333334,0.14583333333333334,0.020833333333333332,0.0
returns_cancellation,Returns/cancel,isomer,96,1.162790570361141,43.20175206573956,0.06146463774480885,0.0682751664533889,0.06323928875975231,1.0,0.8333333333333334,0.14583333333333334,0.020833333333333332,0.0
returns_cancellation,Returns/cancel,oasis,96,1.2189029383116976,40.46085936479143,0.05128784096771911,0.05717982288416635,0.10783735144453255,1.0,0.8333333333333334,0.14583333333333334,0.020833333333333332,0.0
returns_cancellation,Returns/cancel,oasis_projected,96,1.1419276422412228,44.22083305434935,0.04777803164849447,0.052853448540317614,0.07006174339559133,1.0,0.8333333333333334,0.14583333333333334,0.020833333333333332,0.0
returns_cancellation,Returns/cancel,oasis_soft_projection,96,1.154615912481531,43.601055480179575,0.05560954649204864,0.06106541826040057,0.06655994685538573,1.0,0.8333333333333334,0.14583333333333334,0.020833333333333332,0.0
returns_cancellation,Returns/cancel,hybrid,96,1.1622645088854309,43.227448326861435,0.0612480778494608,0.06822746015010359,0.06279885449982738,1.0,0.8333333333333334,0.14583333333333334,0.020833333333333332,0.0
returns_cancellation,Returns/cancel,aggressive_hybrid,96,1.175856874441078,42.56350886216232,0.06414884887869497,0.07167433078339928,0.06087536264729764,1.0,0.8333333333333334,0.14583333333333334,0.020833333333333332,0.0
returns_cancellation,Returns/cancel,fresh,96,1.0,51.153501428361295,0.0,0.0,0.09921388900877147,1.0,0.8333333333333334,0.14583333333333334,0.020833333333333332,0.0
customer_segment_churn,Customer churn,stale,96,1.1715640994447587,0.0,0.054770375183650626,0.059299801929884925,0.04729462994850245,0.0,0.84375,0.15625,0.0,0.0
customer_segment_churn,Customer churn,isomer,96,1.0566890552848622,9.805271791303555,0.019919942787916853,0.022243228950252523,0.023400536399919986,1.0,0.84375,0.15625,0.0,0.0
customer_segment_churn,Customer churn,oasis,96,1.1380617052533555,2.859629635909897,0.04226965277523229,0.05015367143394281,0.06600071022601782,0.71875,0.84375,0.15625,0.0,0.0
